doi,author,gender,position,position.rank
10.1109/INFVIS.2003.1249004,Wim A. A. Nuij,male,2,L
10.1109/INFVIS.2003.1249005,Martin Wattenberg,male,1,F
10.1109/INFVIS.2003.1249005,Danyel Fisher,male,2,L
10.1109/INFVIS.2003.1249006,Alan M. MacEachren,male,1,F
10.1109/INFVIS.2003.1249006,Xiping Dai,male,2,M
10.1109/INFVIS.2003.1249006,Frank Hardisty,male,3,M
10.1109/INFVIS.2003.1249006,Diansheng Guo,female,4,M
10.1109/INFVIS.2003.1249006,Eugene Lengerich,male,5,L
10.1109/INFVIS.2003.1249007,Diane Tang,female,1,F
10.1109/INFVIS.2003.1249007,Chris Stolte,male,2,M
10.1109/INFVIS.2003.1249007,Robert Bosch,male,3,L
10.1109/INFVIS.2003.1249008,Nelson Wong,male,1,F
10.1109/INFVIS.2003.1249008,Sheelagh Carpendale,female,2,M
10.1109/INFVIS.2003.1249008,Saul Greenberg,male,3,L
10.1109/INFVIS.2003.1249009,T. J. Jankun-Kelly,male,1,F
10.1109/INFVIS.2003.1249009,Kwan-Liu Ma,male,2,L
10.1109/INFVIS.2003.1249010,Chaomei Chen,male,1,F
10.1109/INFVIS.2003.1249010,Steven A. Morris,male,2,L
10.1109/INFVIS.2003.1249011,David Auber,male,1,F
10.1109/INFVIS.2003.1249011,Yves Chiricota,male,2,M
10.1109/INFVIS.2003.1249011,Fabien Jourdan,male,3,M
10.1109/INFVIS.2003.1249011,Guy Melançon,male,4,L
10.1109/INFVIS.2003.1249012,Alistair Morrison,male,1,F
10.1109/INFVIS.2003.1249012,Matthew Chalmers,male,2,L
10.1109/INFVIS.2003.1249013,Greg Ross,male,1,F
10.1109/INFVIS.2003.1249013,Matthew Chalmers,male,2,L
10.1109/INFVIS.2003.1249014,Pak Chung Wong,male,1,F
10.1109/INFVIS.2003.1249014,Harlan Foote,male,2,M
10.1109/INFVIS.2003.1249014,Dan Adams,male,3,M
10.1109/INFVIS.2003.1249014,Wendy Cowley,female,4,M
10.1109/INFVIS.2003.1249014,James J. Thomas,male,5,L
10.1109/INFVIS.2003.1249015,Jing Yang 0001,female,1,F
10.1109/INFVIS.2003.1249015,Wei Peng,male,2,M
10.1109/INFVIS.2003.1249015,Matthew O. Ward,male,3,M
10.1109/INFVIS.2003.1249015,Elke A. Rundensteiner,female,4,L
10.1109/INFVIS.2003.1249016,Geraldine E. Rosario,female,1,F
10.1109/INFVIS.2003.1249016,Elke A. Rundensteiner,female,2,M
10.1109/INFVIS.2003.1249016,David C. Brown,male,3,M
10.1109/INFVIS.2003.1249016,Matthew O. Ward,male,4,L
10.1109/INFVIS.2003.1249017,Yehuda Koren,male,1,F
10.1109/INFVIS.2003.1249017,Liran Carmel,male,2,L
10.1109/INFVIS.2003.1249018,Marjan Trutschl,female,1,F
10.1109/INFVIS.2003.1249018,Georges G. Grinstein,male,2,M
10.1109/INFVIS.2003.1249018,Urska Cvek,female,3,L
10.1109/INFVIS.2003.1249019,Mark Derthick,male,1,F
10.1109/INFVIS.2003.1249019,Michael G. Christel,male,2,M
10.1109/INFVIS.2003.1249019,Alexander G. Hauptmann,male,3,M
10.1109/INFVIS.2003.1249019,Howard D. Wactlar,male,4,L
10.1109/INFVIS.2003.1249020,Qing Li,female,1,F
10.1109/INFVIS.2003.1249020,Chris North,male,2,L
10.1109/INFVIS.2003.1249021,Kenneth L. Summers,male,1,F
10.1109/INFVIS.2003.1249021,Timothy E. Goldsmith,male,2,M
10.1109/INFVIS.2003.1249021,Steve Kubica,male,3,M
10.1109/INFVIS.2003.1249021,Thomas P. Caudell,male,4,L
10.1109/INFVIS.2003.1249022,Sunghee Kim,female,1,F
10.1109/INFVIS.2003.1249022,Haleh Hagh-Shenas,female,2,M
10.1109/INFVIS.2003.1249022,Victoria Interrante,female,3,L
10.1109/INFVIS.2003.1249023,Paul Craig,male,1,F
10.1109/INFVIS.2003.1249023,Jessie Kennedy,female,2,L
10.1109/INFVIS.2003.1249024,Hong Chen,female,1,F
10.1109/INFVIS.2003.1249025,Niklas Elmqvist,male,1,F
10.1109/INFVIS.2003.1249025,Philippas Tsigas,female,2,L
10.1109/INFVIS.2003.1249026,Dominique Brodbeck,male,1,F
10.1109/INFVIS.2003.1249026,Luc Girardin,male,2,L
10.1109/INFVIS.2003.1249027,Christoph Csallner,male,1,F
10.1109/INFVIS.2003.1249027,Marcus Handte,male,2,M
10.1109/INFVIS.2003.1249027,Othmar Lehmann,male,3,M
10.1109/INFVIS.2003.1249027,John T. Stasko,male,4,L
10.1109/INFVIS.2003.1249028,Bernard Kerr,male,1,F
10.1109/INFVIS.2003.1249029,Rhazes Spell,male,1,F
10.1109/INFVIS.2003.1249029,Rachael Brady,female,2,M
10.1109/INFVIS.2003.1249029,Fred Dietrich,male,3,L
10.1109/INFVIS.2003.1249030,Frank van Ham,male,1,F
10.1109/INFVIS.2003.1249031,Tobias Skog,male,1,F
10.1109/INFVIS.2003.1249031,Sara Ljungblad,female,2,M
10.1109/INFVIS.2003.1249031,Lars Erik Holmquist,male,3,L
10.1109/INFVIS.2003.1249032,Daniel C. Glaser,male,1,F
10.1109/INFVIS.2003.1249032,Roger Tan,male,2,M
10.1109/INFVIS.2003.1249032,John F. Canny,male,3,M
10.1109/INFVIS.2003.1249032,Ellen Yi-Luen Do,female,4,L
10.1109/INFVIS.2004.1,Robert A. Amar,male,1,F
10.1109/INFVIS.2004.1,John T. Stasko,male,2,L
10.1109/INFVIS.2004.10,Robert A. Amar,male,1,F
10.1109/INFVIS.2004.10,John T. Stasko,male,2,L
10.1109/INFVIS.2004.11,Lior Berry,male,1,F
10.1109/INFVIS.2004.11,Tamara Munzner,female,2,L
10.1109/INFVIS.2004.12,Chris Weaver,male,1,F
10.1109/INFVIS.2004.13,Steven F. Roth,male,1,F
10.1109/INFVIS.2004.14,Frank van Ham,male,1,F
10.1109/INFVIS.2004.15,Wei Peng,male,1,F
10.1109/INFVIS.2004.15,Matthew O. Ward,male,2,M
10.1109/INFVIS.2004.15,Elke A. Rundensteiner,female,3,L
10.1109/INFVIS.2004.16,Eric T. Stanton,male,1,F
10.1109/INFVIS.2004.16,W. Philip Kegelmeyer,male,2,L
10.1109/INFVIS.2004.17,Fujio Tsutsumi,male,1,F
10.1109/INFVIS.2004.17,Norihiko Itoh,male,2,M
10.1109/INFVIS.2004.17,Takashi Onoda,male,3,L
10.1109/INFVIS.2004.18,Yaniv Frishman,male,1,F
10.1109/INFVIS.2004.18,Ayellet Tal,female,2,L
10.1109/INFVIS.2004.19,Michael Granitzer,male,1,F
10.1109/INFVIS.2004.19,Wolfgang Kienreich,male,2,M
10.1109/INFVIS.2004.19,Vedran Sabol,male,3,M
10.1109/INFVIS.2004.19,Keith Andrews,male,4,M
10.1109/INFVIS.2004.19,Werner Klieber,male,5,L
10.1109/INFVIS.2004.2,Diane Cluxton,female,1,F
10.1109/INFVIS.2004.2,Stephen G. Eick,male,2,M
10.1109/INFVIS.2004.2,Jie Yun,female,3,L
10.1109/INFVIS.2004.20,Eben Myers,male,1,F
10.1109/INFVIS.2004.20,Peter Coppin,male,2,M
10.1109/INFVIS.2004.20,Michael D. Wagner,male,3,M
10.1109/INFVIS.2004.20,Karl Fischer,male,4,M
10.1109/INFVIS.2004.20,Luisa Lu,female,5,M
10.1109/INFVIS.2004.20,W. Ronald McCloskey,male,6,M
10.1109/INFVIS.2004.20,David Seneker,male,7,L
10.1109/INFVIS.2004.21,Michael J. McGuffin,male,1,F
10.1109/INFVIS.2004.21,Gord Davison,male,2,M
10.1109/INFVIS.2004.21,Ravin Balakrishnan,male,3,L
10.1109/INFVIS.2004.22,Daniel A. Keim,male,1,F
10.1109/INFVIS.2004.22,Helmut Barro,male,2,M
10.1109/INFVIS.2004.22,Christian Panse,male,3,M
10.1109/INFVIS.2004.22,Jörn Schneidewind,male,4,M
10.1109/INFVIS.2004.22,Mike Sips,male,5,L
10.1109/INFVIS.2004.23,Maylis Delest,female,1,F
10.1109/INFVIS.2004.23,Tamara Munzner,female,2,M
10.1109/INFVIS.2004.23,David Auber,male,3,M
10.1109/INFVIS.2004.23,Jean-Philippe Domenger,male,4,L
10.1109/INFVIS.2004.25,Lucian Voinea,male,1,F
10.1109/INFVIS.2004.25,Alexandru Telea,male,2,M
10.1109/INFVIS.2004.25,Jarke J. van Wijk,male,3,L
10.1109/INFVIS.2004.26,Mirko Mandic,male,1,F
10.1109/INFVIS.2004.26,Andruid Kerne,male,2,L
10.1109/INFVIS.2004.27,Thomas Kapler,male,1,F
10.1109/INFVIS.2004.27,William Wright,male,2,L
10.1109/INFVIS.2004.28,Pin Ren,male,1,F
10.1109/INFVIS.2004.28,Benjamin Watson,male,2,L
10.1109/INFVIS.2004.29,Diane Cluxton,female,1,F
10.1109/INFVIS.2004.29,Stephen G. Eick,male,2,M
10.1109/INFVIS.2004.29,Jie Yun,female,3,L
10.1109/INFVIS.2004.3,Chaomei Chen,male,1,F
10.1109/INFVIS.2004.37,Pak Chung Wong,male,1,F
10.1109/INFVIS.2004.37,Elizabeth G. Hetzler,female,2,M
10.1109/INFVIS.2004.37,Christian Posse,male,3,M
10.1109/INFVIS.2004.37,Mark A. Whiting,male,4,M
10.1109/INFVIS.2004.37,Susan L. Havre,female,5,M
10.1109/INFVIS.2004.37,Nick Cramer,male,6,M
10.1109/INFVIS.2004.37,Anuj R. Shah,male,7,M
10.1109/INFVIS.2004.37,Mudita Singhal,female,8,M
10.1109/INFVIS.2004.37,Alan Turner,male,9,M
10.1109/INFVIS.2004.37,James J. Thomas,male,10,L
10.1109/INFVIS.2004.38,Chaomei Chen,male,1,F
10.1109/INFVIS.2004.39,Jaroslav Tyman,male,1,F
10.1109/INFVIS.2004.39,Grant P. Gruetzmacher,male,2,M
10.1109/INFVIS.2004.39,John T. Stasko,male,3,L
10.1109/INFVIS.2004.4,James Abello,male,1,F
10.1109/INFVIS.2004.4,Frank van Ham,male,2,L
10.1109/INFVIS.2004.40,Joshua Foster,male,1,F
10.1109/INFVIS.2004.40,Kalpathi R. Subramanian,male,2,M
10.1109/INFVIS.2004.40,Robert Herring,male,3,M
10.1109/INFVIS.2004.40,Gail-Joon Ahn,female,4,L
10.1109/INFVIS.2004.41,Ming C. Hao,female,1,F
10.1109/INFVIS.2004.41,Daniel A. Keim,male,2,M
10.1109/INFVIS.2004.41,Umeshwar Dayal,male,3,M
10.1109/INFVIS.2004.41,Jörn Schneidewind,male,4,L
10.1109/INFVIS.2004.42,Jimmy Johansson,male,1,F
10.1109/INFVIS.2004.42,Patric Ljung,male,2,M
10.1109/INFVIS.2004.42,David Lindgren,male,3,M
10.1109/INFVIS.2004.42,Matthew D. Cooper,male,4,L
10.1109/INFVIS.2004.43,Frank van Ham,male,1,F
10.1109/INFVIS.2004.43,Jarke J. van Wijk,male,2,L
10.1109/INFVIS.2004.44,Stuart K. Card,male,1,F
10.1109/INFVIS.2004.45,Weimao Ke,male,1,F
10.1109/INFVIS.2004.45,Katy Börner,female,2,M
10.1109/INFVIS.2004.45,Lalitha Viswanath,female,3,L
10.1109/INFVIS.2004.46,James Abello,male,1,F
10.1109/INFVIS.2004.46,Frank van Ham,male,2,L
10.1109/INFVIS.2004.47,Yves Chiricota,male,1,F
10.1109/INFVIS.2004.47,Fabien Jourdan,male,2,M
10.1109/INFVIS.2004.47,Guy Melançon,male,3,L
10.1109/INFVIS.2004.48,Tzu-Wei Hsu,female,1,F
10.1109/INFVIS.2004.48,Lee Inman,female,2,M
10.1109/INFVIS.2004.48,Dave McColgin,male,3,M
10.1109/INFVIS.2004.48,Kevin Stamper,male,4,L
10.1109/INFVIS.2004.49,Stephen G. Kobourov,male,1,F
10.1109/INFVIS.2004.49,Kevin Wampler,male,2,L
10.1109/INFVIS.2004.5,Sheelagh Carpendale,female,1,F
10.1109/INFVIS.2004.5,Anand Agarawala,male,2,L
10.1109/INFVIS.2004.50,Soon Tee Teoh,female,1,F
10.1109/INFVIS.2004.50,Kwan-Liu Ma,male,2,L
10.1109/INFVIS.2004.52,Nathan Gossett,male,1,F
10.1109/INFVIS.2004.52,Baoquan Chen,male,2,L
10.1109/INFVIS.2004.53,Sheelagh Carpendale,female,1,F
10.1109/INFVIS.2004.53,Anand Agarawala,male,2,L
10.1109/INFVIS.2004.56,Anselm Spoerri,male,1,F
10.1109/INFVIS.2004.57,Roland Heilmann,male,1,F
10.1109/INFVIS.2004.57,Daniel A. Keim,male,2,M
10.1109/INFVIS.2004.57,Christian Panse,male,3,M
10.1109/INFVIS.2004.57,Mike Sips,male,4,L
10.1109/INFVIS.2004.58,David Lu,male,1,F
10.1109/INFVIS.2004.58,Lauren Dietrich,female,2,L
10.1109/INFVIS.2004.59,Melanie Tory,female,1,F
10.1109/INFVIS.2004.59,Torsten Möller,male,2,L
10.1109/INFVIS.2004.6,Conrad Albrecht-Buehler,male,1,F
10.1109/INFVIS.2004.6,Benjamin Watson,male,2,M
10.1109/INFVIS.2004.6,David A. Shamma,male,3,L
10.1109/INFVIS.2004.60,Matt Williams,male,1,F
10.1109/INFVIS.2004.60,Tamara Munzner,female,2,L
10.1109/INFVIS.2004.63,Conrad Albrecht-Buehler,male,1,F
10.1109/INFVIS.2004.63,Benjamin Watson,male,2,M
10.1109/INFVIS.2004.63,David A. Shamma,male,3,L
10.1109/INFVIS.2004.64,Jean-Daniel Fekete,male,1,F
10.1109/INFVIS.2004.65,Andrew Vande Moere,male,1,F
10.1109/INFVIS.2004.66,Emden R. Gansner,male,1,F
10.1109/INFVIS.2004.66,Yehuda Koren,male,2,M
10.1109/INFVIS.2004.66,Stephen C. North,male,3,L
10.1109/INFVIS.2004.67,Dennis P. Groth,male,1,F
10.1109/INFVIS.2004.67,Benjamin W. Murphy,male,2,L
10.1109/INFVIS.2004.68,Almir Olivette Artero,male,1,F
10.1109/INFVIS.2004.68,Maria Cristina Ferreira de Oliveira,female,2,M
10.1109/INFVIS.2004.68,Haim Levkowitz,male,3,L
10.1109/INFVIS.2004.69,Bongshin Lee,female,1,F
10.1109/INFVIS.2004.69,Mary Czerwinski,female,2,M
10.1109/INFVIS.2004.69,George G. Robertson,male,3,M
10.1109/INFVIS.2004.69,Benjamin B. Bederson,male,4,L
10.1109/INFVIS.2004.7,Adel Ahmed,male,1,F
10.1109/INFVIS.2004.7,Tim Dwyer,male,2,M
10.1109/INFVIS.2004.7,Colin Murray,male,3,M
10.1109/INFVIS.2004.7,Le Song,female,4,M
10.1109/INFVIS.2004.7,Ying Xin Wu,female,5,L
10.1109/INFVIS.2004.70,Alfred Kobsa,male,1,F
10.1109/INFVIS.2004.71,Jing Yang 0001,female,1,F
10.1109/INFVIS.2004.71,Anilkumar Patro,male,2,M
10.1109/INFVIS.2004.71,Shiping Huang,male,3,M
10.1109/INFVIS.2004.71,Nishant K. Mehta,male,4,M
10.1109/INFVIS.2004.71,Matthew O. Ward,male,5,M
10.1109/INFVIS.2004.71,Elke A. Rundensteiner,female,6,L
10.1109/INFVIS.2004.72,Alan Keahey,male,1,F
10.1109/INFVIS.2004.72,Kenneth C. Cox,male,2,L
10.1109/INFVIS.2004.73,Parthasarathy Krishnaswamy,male,1,F
10.1109/INFVIS.2004.73,Stephen G. Eick,male,2,M
10.1109/INFVIS.2004.73,Robert L. Grossman,male,3,L
10.1109/INFVIS.2004.74,Mahnas Jean Mohammadi-Aragh,male,1,F
10.1109/INFVIS.2004.74,T. J. Jankun-Kelly,male,2,L
10.1109/INFVIS.2004.75,Ellen Diep,female,1,F
10.1109/INFVIS.2004.75,Robert J. K. Jacob,male,2,L
10.1109/INFVIS.2004.76,Dinoj Surendran,male,1,F
10.1109/INFVIS.2004.76,Stuart Levy,male,2,L
10.1109/INFVIS.2004.77,Adel Ahmed,male,1,F
10.1109/INFVIS.2004.77,Tim Dwyer,male,2,M
10.1109/INFVIS.2004.77,Colin Murray,male,3,M
10.1109/INFVIS.2004.77,Le Song,female,4,M
10.1109/INFVIS.2004.77,Ying Xin Wu,female,5,L
10.1109/INFVIS.2004.8,Fernanda B. Viégas,female,1,F
10.1109/INFVIS.2004.8,Ethan Perry,male,2,M
10.1109/INFVIS.2004.8,Ethan Howe,male,3,M
10.1109/INFVIS.2004.8,Judith S. Donath,female,4,L
10.1109/INFVIS.2005.1532122,Martin Wattenberg,male,1,F
10.1109/INFVIS.2005.1532123,Georg Zotti,male,1,F
10.1109/INFVIS.2005.1532123,M. Eduard Gröller,male,2,L
10.1109/INFVIS.2005.1532124,Michael J. McGuffin,male,1,F
10.1109/INFVIS.2005.1532124,Ravin Balakrishnan,male,2,L
10.1109/INFVIS.2005.1532125,Gerard Lommerse,male,1,F
10.1109/INFVIS.2005.1532125,Freek Nossin,male,2,M
10.1109/INFVIS.2005.1532125,Lucian Voinea,male,3,M
10.1109/INFVIS.2005.1532125,Alexandru Telea,male,4,L
10.1109/INFVIS.2005.1532126,Jeffrey Heer,male,1,F
10.1109/INFVIS.2005.1532126,Danah Boyd,female,2,L
10.1109/INFVIS.2005.1532127,James Slack,male,1,F
10.1109/INFVIS.2005.1532127,Kristian Hildebrand,male,2,M
10.1109/INFVIS.2005.1532127,Tamara Munzner,female,3,L
10.1109/INFVIS.2005.1532128,Michael Balzer,male,1,F
10.1109/INFVIS.2005.1532128,Oliver Deussen,male,2,L
10.1109/INFVIS.2005.1532129,Shengdong Zhao,male,1,F
10.1109/INFVIS.2005.1532129,Michael J. McGuffin,male,2,M
10.1109/INFVIS.2005.1532129,Mark H. Chignell,male,3,L
10.1109/INFVIS.2005.1532130,Tim Dwyer,male,1,F
10.1109/INFVIS.2005.1532130,Yehuda Koren,male,2,L
10.1109/INFVIS.2005.1532131,Pak Chung Wong,male,1,F
10.1109/INFVIS.2005.1532131,Patrick Mackey,male,2,M
10.1109/INFVIS.2005.1532131,Ken Perrine,male,3,M
10.1109/INFVIS.2005.1532131,James R. Eagan,male,4,M
10.1109/INFVIS.2005.1532131,Harlan Foote,male,5,M
10.1109/INFVIS.2005.1532131,James J. Thomas,male,6,L
10.1109/INFVIS.2005.1532132,Kang Shi,female,1,F
10.1109/INFVIS.2005.1532132,Pourang Irani,male,2,M
10.1109/INFVIS.2005.1532132,Pak Ching Li,male,3,L
10.1109/INFVIS.2005.1532133,Elizabeth G. Hetzler,female,1,F
10.1109/INFVIS.2005.1532133,Vernon L. Crow,male,2,M
10.1109/INFVIS.2005.1532133,Deborah A. Payne,female,3,M
10.1109/INFVIS.2005.1532133,Alan Turner,male,4,L
10.1109/INFVIS.2005.1532134,Yarden Livnat,male,1,F
10.1109/INFVIS.2005.1532134,James Agutter,male,2,M
10.1109/INFVIS.2005.1532134,Shaun Moon,male,3,M
10.1109/INFVIS.2005.1532134,Stefano Foresti,male,4,L
10.1109/INFVIS.2005.1532135,Ulrik Brandes,male,1,F
10.1109/INFVIS.2005.1532135,Daniel Fleischer,male,2,M
10.1109/INFVIS.2005.1532135,Jürgen Lerner,male,3,L
10.1109/INFVIS.2005.1532136,Robert A. Amar,male,1,F
10.1109/INFVIS.2005.1532136,James R. Eagan,male,2,M
10.1109/INFVIS.2005.1532136,John T. Stasko,male,3,L
10.1109/INFVIS.2005.1532137,Camilla Forsell,female,1,F
10.1109/INFVIS.2005.1532137,Stefan Seipel,male,2,M
10.1109/INFVIS.2005.1532137,Mats Lind,male,3,L
10.1109/INFVIS.2005.1532138,Jimmy Johansson,male,1,F
10.1109/INFVIS.2005.1532138,Patric Ljung,male,2,M
10.1109/INFVIS.2005.1532138,Mikael Jern,male,3,M
10.1109/INFVIS.2005.1532138,Matthew D. Cooper,male,4,L
10.1109/INFVIS.2005.1532139,Fabian Bendix,male,1,F
10.1109/INFVIS.2005.1532139,Robert Kosara,male,2,M
10.1109/INFVIS.2005.1532139,Helwig Hauser,male,3,L
10.1109/INFVIS.2005.1532140,Eleanor Boyle Chlan,female,1,F
10.1109/INFVIS.2005.1532140,Penny Rheingans,female,2,L
10.1109/INFVIS.2005.1532141,Elena Fanea,female,1,F
10.1109/INFVIS.2005.1532141,Sheelagh Carpendale,female,2,M
10.1109/INFVIS.2005.1532141,Tobias Isenberg 0001,male,3,L
10.1109/INFVIS.2005.1532142,Leland Wilkinson,male,1,F
10.1109/INFVIS.2005.1532142,Anushka Anand,female,2,M
10.1109/INFVIS.2005.1532142,Robert L. Grossman,male,3,L
10.1109/INFVIS.2005.1532143,Chris Weaver,male,1,F
10.1109/INFVIS.2005.1532144,Takafumi Saito,male,1,F
10.1109/INFVIS.2005.1532144,Hiroko Miyamura,female,2,M
10.1109/INFVIS.2005.1532144,Mitsuyoshi Yamamoto,male,3,M
10.1109/INFVIS.2005.1532144,Hiroki Saito,male,4,M
10.1109/INFVIS.2005.1532144,Yuka Hoshiya,female,5,M
10.1109/INFVIS.2005.1532144,Takumi Kaseda,male,6,L
10.1109/INFVIS.2005.1532145,Martin Wattenberg,male,1,F
10.1109/INFVIS.2005.1532146,Zhen Wen,male,1,F
10.1109/INFVIS.2005.1532146,Michelle X. Zhou,female,2,M
10.1109/INFVIS.2005.1532146,Vikram Aggarwal,male,3,L
10.1109/INFVIS.2005.1532147,Kenneth R. Allendoerfer,male,1,F
10.1109/INFVIS.2005.1532147,Serge Aluker,male,2,M
10.1109/INFVIS.2005.1532147,Gulshan Panjwani,male,3,M
10.1109/INFVIS.2005.1532147,Jason M. Proctor,male,4,M
10.1109/INFVIS.2005.1532147,David Sturtz,male,5,M
10.1109/INFVIS.2005.1532147,Mirjana Vukovic,female,6,M
10.1109/INFVIS.2005.1532147,Chaomei Chen,male,7,L
10.1109/INFVIS.2005.1532148,Ming C. Hao,female,1,F
10.1109/INFVIS.2005.1532148,Umeshwar Dayal,male,2,M
10.1109/INFVIS.2005.1532148,Daniel A. Keim,male,3,M
10.1109/INFVIS.2005.1532148,Tobias Schreck,male,4,L
10.1109/INFVIS.2005.1532149,Poonam Shanbhag,female,1,F
10.1109/INFVIS.2005.1532149,Penny Rheingans,female,2,M
10.1109/INFVIS.2005.1532149,Marie desJardins,female,3,L
10.1109/INFVIS.2005.1532150,Doantam Phan,male,1,F
10.1109/INFVIS.2005.1532150,Ling Xiao,male,2,M
10.1109/INFVIS.2005.1532150,Ron B. Yeh,male,3,M
10.1109/INFVIS.2005.1532150,Pat Hanrahan,male,4,M
10.1109/INFVIS.2005.1532150,Terry Winograd,male,5,L
10.1109/INFVIS.2005.1532151,Purvi Saraiya,female,1,F
10.1109/INFVIS.2005.1532151,Peter Lee 0005,male,2,M
10.1109/INFVIS.2005.1532151,Chris North,male,3,L
10.1109/INFVIS.2005.1532152,Patrick Riehmann,male,1,F
10.1109/INFVIS.2005.1532152,Manfred Hanfler,male,2,M
10.1109/INFVIS.2005.1532152,Bernd Fröhlich 0001,male,3,L
10.1109/INFVIS.2005.1532153,Ben Shneiderman,male,1,F
10.1109/INFVIS.2005.1532153,Ramana Rao,male,2,M
10.1109/INFVIS.2005.1532153,Keith Andrews,male,3,M
10.1109/INFVIS.2005.1532153,Christopher Ahlberg,male,4,M
10.1109/INFVIS.2005.1532153,Dominique Brodbeck,male,5,M
10.1109/INFVIS.2005.1532153,Tony Jewitt,male,6,M
10.1109/INFVIS.2005.1532153,Jock D. Mackinlay,male,7,L
10.1109/SciVis.2015.7429485,Bireswar Laha,male,1,F
10.1109/SciVis.2015.7429485,Doug A. Bowman,male,2,M
10.1109/SciVis.2015.7429485,David H. Laidlaw,male,3,M
10.1109/SciVis.2015.7429485,John J. Socha,male,4,L
10.1109/SciVis.2015.7429486,Jorge Poco,male,1,F
10.1109/SciVis.2015.7429486,Harish Doraiswamy,male,2,M
10.1109/SciVis.2015.7429486,Marian Talbert,female,3,M
10.1109/SciVis.2015.7429486,Jeffrey T. Morisette,male,4,M
10.1109/SciVis.2015.7429486,Cláudio T. Silva,male,5,L
10.1109/SciVis.2015.7429487,Alexander Bock,male,1,F
10.1109/SciVis.2015.7429487,Asher Pembroke,male,2,M
10.1109/SciVis.2015.7429487,M. Leila Mays,male,3,M
10.1109/SciVis.2015.7429487,Lutz Rastaetter,male,4,M
10.1109/SciVis.2015.7429487,Timo Ropinski,male,5,M
10.1109/SciVis.2015.7429487,Anders Ynnerman,male,6,L
10.1109/SciVis.2015.7429488,Hongsen Liao,male,1,F
10.1109/SciVis.2015.7429488,Yingcai Wu,male,2,M
10.1109/SciVis.2015.7429488,Li Chen,female,3,M
10.1109/SciVis.2015.7429488,Thomas M. Hamill,male,4,M
10.1109/SciVis.2015.7429488,Yunhai Wang,male,5,M
10.1109/SciVis.2015.7429488,Kan Dai,male,6,M
10.1109/SciVis.2015.7429488,Hui Zhang,male,7,M
10.1109/SciVis.2015.7429488,Wei Chen 0001,male,8,L
10.1109/SciVis.2015.7429489,Christian Schulte zu Berge,male,1,F
10.1109/SciVis.2015.7429489,Denis Declara,male,2,M
10.1109/SciVis.2015.7429489,Christoph Hennersperger,male,3,M
10.1109/SciVis.2015.7429489,Maximilian Baust,male,4,M
10.1109/SciVis.2015.7429489,Nassir Navab,male,5,L
10.1109/SciVis.2015.7429490,Victor Matvienko,male,1,F
10.1109/SciVis.2015.7429490,Jens H. Krüger,male,2,L
10.1109/SciVis.2015.7429491,Valentin Zobel,male,1,F
10.1109/SciVis.2015.7429491,Markus Stommel,male,2,M
10.1109/SciVis.2015.7429491,Gerik Scheuermann,male,3,L
10.1109/SciVis.2015.7429492,Ingo Wald,male,1,F
10.1109/SciVis.2015.7429492,Aaron Knoll,male,2,M
10.1109/SciVis.2015.7429492,Gregory P. Johnson,male,3,M
10.1109/SciVis.2015.7429492,William Usher,male,4,M
10.1109/SciVis.2015.7429492,Valerio Pascucci,male,5,M
10.1109/SciVis.2015.7429492,Michael E. Papka,male,6,L
10.1109/SciVis.2015.7429493,Sanghun Park,male,1,F
10.1109/SciVis.2015.7429493,Hyunggoog Seo,male,2,M
10.1109/SciVis.2015.7429493,Seunghoon Cha,male,3,M
10.1109/SciVis.2015.7429493,Jun-yong Noh,male,4,L
10.1109/SciVis.2015.7429502,Najmeh Abedzadeh,female,1,F
10.1109/SciVis.2015.7429503,Alexander Bock,male,1,F
10.1109/SciVis.2015.7429503,Michal Marcinkowski,male,2,M
10.1109/SciVis.2015.7429503,Joakim Kilby,male,3,M
10.1109/SciVis.2015.7429503,Carter Emmart,male,4,M
10.1109/SciVis.2015.7429503,Anders Ynnerman,male,5,L
10.1109/SciVis.2015.7429504,Teodora Chitiboi,female,1,F
10.1109/SciVis.2015.7429504,Mathias Neugebauer,male,2,M
10.1109/SciVis.2015.7429504,Susanne Schnell,female,3,M
10.1109/SciVis.2015.7429504,Michael Markl,male,4,M
10.1109/SciVis.2015.7429504,Lars Linsen,male,5,L
10.1109/SciVis.2015.7429505,Mai El-Shehaly,female,1,F
10.1109/SciVis.2015.7429505,Denis Gracanin,male,2,M
10.1109/SciVis.2015.7429505,Mohamed A. Gad,male,3,M
10.1109/SciVis.2015.7429505,JunPeng Wang,male,4,M
10.1109/SciVis.2015.7429505,Hicham G. Elmongui,male,5,L
10.1109/SciVis.2015.7429506,Mathias Goldau,male,1,F
10.1109/SciVis.2015.7429506,André Reichenbach,male,2,M
10.1109/SciVis.2015.7429506,Mario Hlawitschka,male,3,L
10.1109/SciVis.2015.7429507,Scott Houde,male,1,F
10.1109/SciVis.2015.7429507,Sheila Bonde,female,2,M
10.1109/SciVis.2015.7429507,David H. Laidlaw,male,3,L
10.1109/SciVis.2015.7429508,Mohammad Imrul Jubair,male,1,F
10.1109/SciVis.2015.7429508,Usman R. Alim,male,2,M
10.1109/SciVis.2015.7429508,Niklas Röber,male,3,M
10.1109/SciVis.2015.7429508,John P. Clyne,male,4,M
10.1109/SciVis.2015.7429508,Ali Mahdavi-Amiri,male,5,M
